Number 1,Number 2,Sum
8314,-6615,1699
8610,339,8949
-5499,8202,2703
-9842,-298,-10140
-7039,-169,-7208
3552,-9367,-5815
-8199,4074,-4125
1559,9386,10945
-330,4159,3829
5973,4032,10005
-2776,-7018,-9794
-4666,-9302,-13968
5408,5222,10630
-2289,-6602,-8891
-5832,3850,-1982
-1902,-6585,-8487
6324,7238,13562
5664,-6758,-1094
-1575,2789,1214
3866,4840,8706
-1305,-2258,-3563
9044,9364,18408
-4026,9583,5557
815,5863,6678
-1509,8424,6915
759,1135,1894
-2323,-2628,-4951
1795,870,2665
-5109,9625,4516
-1858,-9096,-10954
-5678,-6100,-11778
-5561,-2914,-8475
7071,4668,11739
-9967,-7451,-17418
4903,3663,8566
7095,6141,13236
3917,-8438,-4521
-5259,-4618,-9877
169,2696,2865
-760,5266,4506
9621,7496,17117
-1524,-6889,-8413
-3577,-3324,-6901
-9873,-8976,-18849
2045,-5410,-3365
-8098,3445,-4653
-2053,7293,5240
3749,2236,5985
-4835,4810,-25
6762,4973,11735
242,-7756,-7514
-9210,332,-8878
-9641,6714,-2927
-6652,-2444,-9096
-2493,-4352,-6845
3981,4022,8003
9901,6330,16231
-306,-2684,-2990
-3108,-9286,-12394
-7414,1565,-5849
9147,8645,17792
5268,5309,10577
-3032,7496,4464
-5923,-4862,-10785
4712,-1162,3550
-9254,2803,-6451
-2676,4988,2312
5202,5361,10563
7171,6603,13774
-9560,4658,-4902
-6550,5363,-1187
4566,-1200,3366
-4760,-1113,-5873
8966,2364,11330
-5066,7544,2478
-1027,704,-323
-8519,-7302,-15821
-5249,-264,-5513
-8388,-1970,-10358
-8925,-5380,-14305
-8453,-4790,-13243
680,-2218,-1538
2143,496,2639
2820,-1753,1067
-1478,-9524,-11002
5950,-9689,-3739
9191,-8823,368
-4147,7181,3034
4247,662,4909
-4689,-9600,-14289
5399,-5024,375
6795,-3865,2930
-567,-1866,-2433
-3344,-8333,-11677
-7358,-1437,-8795
3962,-9393,-5431
-8440,1387,-7053
-2551,-9760,-12311
-3453,-8631,-12084
-1768,8892,7124
9460,-344,9116
-8262,3010,-5252
-6061,8972,2911
410,-6921,-6511
-7753,5430,-2323
7643,1487,9130
-6836,-6514,-13350
-8249,3202,-5047
-2319,4128,1809
678,8947,9625
1510,-3551,-2041
-9117,-8246,-17363
-7846,6992,-854
2322,7783,10105
-8188,-5354,-13542
-2911,8021,5110
-9526,1051,-8475
8686,-4263,4423
-7184,4758,-2426
-9776,5109,-4667
-4045,2109,-1936
-7080,-2284,-9364
-8081,-1735,-9816
2347,499,2846
-9867,-6901,-16768
-2657,1053,-1604
7137,2523,9660
4943,5657,10600
-1998,-4793,-6791
8007,-1550,6457
-8184,-8982,-17166
1070,-6342,-5272
8820,6622,15442
9020,-5945,3075
-3575,-1729,-5304
7839,6600,14439
5251,6631,11882
9601,306,9907
894,-4262,-3368
2972,-6044,-3072
-8276,-3059,-11335
61,508,569
-5274,-5873,-11147
9664,-3889,5775
-458,-1276,-1734
-5386,1688,-3698
3871,-2810,1061
5572,6867,12439
-9041,-1384,-10425
8556,-3140,5416
6423,-3106,3317
4353,-4813,-460
-5441,8756,3315
-9426,-8211,-17637
-174,-36,-210
-5182,-7864,-13046
-9640,-1299,-10939
-6440,5712,-728
3560,4154,7714
2739,-8407,-5668
-5132,165,-4967
-2038,6698,4660
27,6073,6100
-8119,-9825,-17944
1117,8113,9230
1377,7414,8791
-1375,-9400,-10775
6815,4697,11512
3101,5188,8289
4330,4983,9313
1181,4217,5398
8469,5079,13548
-8453,2277,-6176
-6374,-1148,-7522
2882,8188,11070
-6294,7625,1331
-306,4753,4447
-5422,6044,622
9478,5718,15196
2511,6869,9380
5733,-1687,4046
-1621,-4576,-6197
5765,-7115,-1350
7980,2760,10740
626,-9206,-8580
-7949,9225,1276
-809,-8065,-8874
-7358,9966,2608
-2042,-1416,-3458
382,-8636,-8254
9289,2093,11382
669,-2349,-1680
663,-2884,-2221
-4724,3346,-1378
6617,-7901,-1284
9488,-56,9432
1716,7342,9058
-4731,-2558,-7289
8482,1035,9517
-7746,-6799,-14545
9880,-3501,6379
3636,3951,7587
-4467,587,-3880
2155,-9414,-7259
2034,1832,3866
-1479,-5893,-7372
3408,-8447,-5039
6177,-3152,3025
-4941,2296,-2645
-5415,-1681,-7096
6220,2039,8259
-4463,76,-4387
5625,5172,10797
4910,8282,13192
-5762,-5593,-11355
90,2146,2236
-9177,-8809,-17986
-2394,4909,2515
-2688,8241,5553
-3182,133,-3049
-2366,4454,2088
7594,1321,8915
-4073,153,-3920
-2794,-4806,-7600
-7017,-5235,-12252
-4799,-453,-5252
8753,4029,12782
-5340,-666,-6006
-9783,7582,-2201
-5133,-6750,-11883
525,7102,7627
-2180,4369,2189
-3791,8176,4385
4242,-198,4044
94,6423,6517
-9016,4356,-4660
-5883,4633,-1250
4085,5684,9769
1661,7851,9512
7467,2539,10006
-3119,4820,1701
-2512,938,-1574
-260,4102,3842
5847,-6827,-980
8966,-1293,7673
-8238,3809,-4429
4974,902,5876
6858,-8646,-1788
6053,5298,11351
2309,3971,6280
7630,9591,17221
2777,-2062,715
5589,9258,14847
-2205,6551,4346
2175,7094,9269
-1989,-7559,-9548
-1410,-8846,-10256
4029,8620,12649
-5182,8877,3695
747,3436,4183
8868,-6803,2065
-4930,6324,1394
-8428,-4932,-13360
7441,1643,9084
-9476,-699,-10175
-615,3469,2854
-7584,-4310,-11894
3270,944,4214
-1628,829,-799
-5682,-4562,-10244
7389,-962,6427
-2677,-343,-3020
-3089,-2334,-5423
8636,2381,11017
-2189,-6700,-8889
5487,7955,13442
-1245,-2226,-3471
7983,-6203,1780
4275,-2540,1735
-1918,-8474,-10392
-3534,-6917,-10451
-3875,-4185,-8060
-5587,-4614,-10201
7998,1902,9900
-6929,1691,-5238
-3529,9926,6397
-6890,-9683,-16573
7653,1140,8793
1233,8682,9915
5809,-661,5148
-4060,-9653,-13713
-8929,-1548,-10477
3933,-5285,-1352
-4814,-7924,-12738
5071,-7738,-2667
5936,-4789,1147
-1973,1448,-525
5517,9086,14603
1873,4168,6041
609,-2432,-1823
-9723,-6240,-15963
-5446,-6834,-12280
-3142,-7365,-10507
-6254,-7676,-13930
1863,-2045,-182
-7813,8134,321
-6395,589,-5806
-965,4226,3261
3402,-7789,-4387
-5095,9980,4885
-2957,-230,-3187
5138,9731,14869
-4656,-6148,-10804
7628,3171,10799
2257,2060,4317
-6326,-1080,-7406
-4313,531,-3782
-4245,2056,-2189
6813,-7541,-728
-5763,-4311,-10074
-1075,-4691,-5766
-5938,1208,-4730
3449,-786,2663
-6166,-7677,-13843
6263,3919,10182
-5276,2430,-2846
8218,-9451,-1233
8329,-8489,-160
3028,1577,4605
9765,7803,17568
-1179,-8623,-9802
1420,-5140,-3720
4388,3526,7914
-6018,9138,3120
7864,-9597,-1733
-7120,-7185,-14305
-510,-6869,-7379
-3198,7540,4342
5220,3454,8674
-2085,-4371,-6456
893,-2665,-1772
5268,-7595,-2327
8575,-4529,4046
-3790,1007,-2783
5750,4590,10340
9285,-9306,-21
-4896,1423,-3473
-487,-4788,-5275
1620,2083,3703
-9050,-9755,-18805
-766,-2257,-3023
-5304,-2141,-7445
-2189,-2668,-4857
1468,5361,6829
-89,-5054,-5143
7238,9077,16315
8645,9408,18053
3917,-6743,-2826
2314,-8752,-6438
3437,1254,4691
4660,2229,6889
8784,2693,11477
-7790,8974,1184
-5019,3598,-1421
3581,1172,4753
7699,-5312,2387
1817,-6839,-5022
2599,9577,12176
3381,-27,3354
-5122,-224,-5346
4074,-8413,-4339
8954,-2191,6763
9230,-3905,5325
-2217,450,-1767
-7172,3421,-3751
-4846,1488,-3358
7030,-5636,1394
8307,-6008,2299
9146,3852,12998
8959,-3140,5819
-3825,1481,-2344
7879,-7269,610
-8057,-242,-8299
-2068,-7000,-9068
-7569,-984,-8553
1082,-7710,-6628
-9574,-325,-9899
-689,7194,6505
1710,-8935,-7225
-2765,8548,5783
5827,6323,12150
